x0	x1	f(x)
-3.301725	12.946340	0.600932
-2.928396	11.523031	0.675543
-3.460647	11.478974	3.366066
-2.065586	12.296312	11.480498
-1.240402	12.214339	29.448117
-3.849999	10.761286	13.473224
-4.944732	10.690864	52.375279
-2.874466	12.783725	2.041410
-4.722783	13.170038	20.519302
-3.624654	12.421793	2.587074
-1.529372	13.171839	30.072268
-3.410123	11.383808	3.131665
-3.352723	11.287820	2.862109
-3.272850	12.351852	0.538475
-3.366449	11.624997	2.072219
-2.972938	12.716941	1.245761
-4.231992	13.685932	7.420751
-3.240181	12.293850	0.492623
-2.433378	12.508216	6.205469
-2.188456	12.562124	10.492608
-3.754030	12.636504	3.485860
-4.285319	12.383560	13.913656
-3.174823	12.066883	0.486201
-3.270130	10.393151	5.285867
-3.690318	12.367845	3.407213
-2.981736	11.247325	0.938667
-1.875885	11.408825	10.991397
-2.172135	12.702194	11.514117
-3.787820	14.050311	2.362377
-4.335229	13.194154	11.015542
-2.141010	11.604380	7.391673
-1.749127	12.024953	16.395841
-2.852899	12.535322	1.685174
-3.275901	13.085808	0.720269
-2.348104	10.526468	3.271376
-1.837252	10.612508	9.040053
-2.109046	13.401705	17.121518
-4.232559	11.864186	15.720694
-4.247297	12.060079	14.875114
-3.449627	13.054661	0.850581
-1.831284	13.670684	26.214179
-3.703761	12.065778	4.439073
-4.825031	11.469130	38.303496
-2.176741	13.890583	19.078504
-4.375942	11.682536	20.935492
-3.167998	12.555161	0.448155
-3.951196	12.699061	5.956754
-3.615432	12.260548	2.853433
-2.595308	12.281422	3.435620
-3.577979	12.165390	2.697120
-3.229956	11.904989	0.775678
-3.400389	13.873647	1.654762
-2.580673	11.979520	2.893192
-2.444638	11.941181	4.271344
-1.968468	12.644642	15.348420
-3.248895	12.722717	0.488591
-4.712469	11.148233	37.256910
-4.335518	12.417943	14.937258
-1.409078	14.506300	47.632384
-2.503542	12.775844	6.213930
-4.942650	11.732326	40.176636
-3.929376	11.654152	9.956647
-3.309736	11.802909	1.307411
-4.214336	12.514247	11.600443
-1.067510	11.355615	26.947088
-2.040633	14.233347	25.434156
-4.371142	12.771699	13.827615
-3.606903	12.169052	2.986694
-0.497249	10.772030	34.031439
-2.887853	12.742693	1.848474
-2.055806	12.372983	12.051805
-2.833542	11.883351	0.963066
-2.872466	11.931808	0.830101
-2.520021	11.905390	3.347873
-2.764492	12.245737	1.809812
-2.015542	12.223606	12.073829
-4.914625	13.536922	23.524143
-4.047325	11.621234	12.697094
-3.737254	13.649438	2.062177
-2.085536	12.498239	12.122133
-3.196487	12.560554	0.435834
-2.620470	12.920216	5.141426
-2.585988	12.364581	3.760314
-3.338931	12.123727	0.981847
-3.336501	13.408770	1.015895
-2.548036	9.334611	4.472126
-2.485692	12.469736	5.333095
-3.160301	11.886482	0.587512
-2.017480	13.222526	18.002892
-3.914470	12.682052	5.459137
-4.113249	10.895382	19.305384
-3.768310	13.137393	2.705028
-2.188468	12.788085	11.655342
-2.416497	12.791178	7.613200
-3.783074	12.706923	3.658959
-2.341183	13.029291	10.047532
-1.952679	12.983304	17.865901
-2.790144	13.345150	4.590288
-3.168114	11.393125	1.295617
-3.304660	11.530097	1.825386
-3.816771	12.130481	5.839000
-3.934013	11.967038	8.518061
-3.140387	11.457911	1.060803
-2.482347	13.212570	8.489896
-4.749153	11.512275	34.953747
-3.910735	11.335097	11.307657
-2.312118	12.081174	6.442603
-3.406107	10.271138	7.746903
-2.506175	11.035742	2.327521
-3.081660	12.552377	0.592322
-1.780934	10.966180	10.962325
-1.341081	13.513946	38.680177
-2.931933	11.783364	0.608199
-2.334470	11.301454	4.137309
-2.665235	12.780470	4.094386
-2.749177	11.766036	1.299337
-3.167167	10.505924	3.752203
-3.836306	11.865718	7.208003
-3.665681	12.427355	2.992300
-3.964013	13.396031	4.355150
-3.141386	12.265700	0.397965
-3.469487	12.430191	1.327696
-2.316494	11.407870	4.541550
-3.799709	11.971274	6.171936
-4.487464	11.455742	26.242854
-3.617814	13.149389	1.555908
-2.879031	12.468590	1.392305
-2.290695	12.137628	6.959869
-2.751128	12.171778	1.785597
-2.876230	11.692241	0.736089
-1.718845	13.201215	25.262041
-2.176195	13.511131	16.340346
-3.052935	12.472316	0.603180
-3.759245	11.958927	5.593438
-2.525822	13.478884	9.103414
-3.281039	11.824811	1.111761
-3.141065	12.876207	0.760865
-4.585447	9.978819	45.210697
-3.692130	11.054288	8.488233
-3.649733	12.127220	3.577605
-3.594841	13.727468	1.480761
-2.814848	12.575474	2.054945
-2.519386	11.136167	2.291302
-2.102481	12.199236	10.339309
-2.471112	11.203143	2.708263
-4.695351	13.092890	20.256640
-2.765183	11.372948	1.070375
-4.011256	13.400435	4.934265
-4.331005	13.917673	8.381914
-4.042213	12.913392	6.695408
-3.470211	12.878187	0.951910
-3.685707	12.112207	4.060666
-3.100673	11.272813	1.223259
-2.400768	11.761786	4.345533
-3.370193	11.280651	3.051680
-0.728977	13.059604	51.159455
-3.160853	12.012109	0.495289
-3.119127	12.822119	0.761565
-4.322405	13.389322	9.973147
-2.426211	12.993186	8.375001
-2.703117	12.294617	2.405689
-2.468731	12.866814	7.114855
-3.495633	11.701398	3.068856
-3.039736	13.824020	3.660585
-4.380700	10.807475	28.437526
-2.976832	12.325888	0.724474
-2.968251	12.518953	0.972979
-3.364795	13.764863	1.532926
-4.742497	11.446503	35.358492
-3.244847	10.631811	4.031387
-3.317447	13.936470	2.070843
-3.120706	12.505701	0.478853
-4.401757	11.658639	21.887412
-3.516789	11.957285	2.597475
-1.859949	12.832691	18.996709
-4.253051	12.521505	12.420849
-2.643371	13.415149	6.880181
-1.561052	11.259906	16.148151
-3.952450	11.017422	14.217324
-3.375613	12.741358	0.670255
-2.154258	12.199049	9.422922
-3.461440	12.426758	1.281936
-3.976736	14.364539	3.556351
-4.749254	12.459741	26.455990
-1.117986	12.281800	33.045167
-3.331632	11.917555	1.241222
-3.321984	13.647848	1.428146
-4.565550	12.008348	24.203158
-3.570837	12.863553	1.486913
-4.739717	12.737173	24.014905
-1.117283	10.911826	23.041810
-2.951886	11.613018	0.614556
-2.715705	12.294148	2.294440
-3.783080	12.762872	3.532025
-1.337245	12.084096	26.096354
-2.421835	10.981727	2.916114
-4.098029	12.747406	8.245356
-1.657477	12.630613	22.402011
-3.454651	12.274291	1.450918
-4.392000	12.879515	13.748943
-2.259260	11.822910	6.357270
-3.611635	12.540878	2.235421
-3.578312	12.208867	2.599418
-1.041871	12.027974	32.734429
-3.499933	11.627458	3.334374
-2.397401	12.093776	5.294727
-3.790966	13.596304	2.438573
-1.721990	11.674576	15.060742
-3.826222	13.065626	3.399385
-4.352765	13.005764	12.235224
-3.127320	11.321061	1.244648
-3.548629	12.961318	1.280549
-3.035698	12.859413	1.153004
-1.165152	10.710758	20.976768
-1.524380	12.379356	23.790229
-4.040377	10.944686	16.943699
-3.330713	13.196650	0.783025
-3.269142	13.786155	1.921948
-4.592768	12.262911	23.079568
-4.393986	12.638632	15.109686
-2.254705	11.854238	6.522092
-2.704854	12.679295	3.341911
-1.905810	11.203946	9.738238
-2.461377	13.467508	10.193782
-4.920180	12.594652	31.019986
-3.645772	12.193477	3.351014
-2.793916	11.787771	1.083105
-3.817301	12.309152	5.226090
-4.228839	11.189175	20.369379
-2.462219	11.126206	2.709888
-2.475280	12.737591	6.477945
-4.867399	11.597435	38.625074
-1.947483	11.293834	9.372791
-3.605997	12.737061	1.879815
-2.358202	12.023461	5.604919
-3.739103	13.697370	2.065125
-1.402693	13.253858	34.333001
-3.056275	11.466734	0.797831
-3.972037	12.797514	5.963802
-2.723194	13.676599	6.911974
-2.491143	10.771920	2.358560
-2.089645	11.276939	7.162452
-3.525564	12.525200	1.575412
-2.534870	12.091803	3.618052
-2.607087	13.162655	6.296661
-3.462260	14.070211	1.910053
-2.911522	12.772743	1.740461
-2.475668	12.696587	6.309362
-2.302652	11.657747	5.294236
-3.699894	11.174846	8.017000
-2.702091	13.053937	4.587293
-2.683820	13.949492	8.935611
-3.147189	12.943742	0.827441
-4.233294	11.887900	15.588862
-2.446055	13.124102	8.670871
-3.435560	12.203401	1.432692
-4.659466	11.917971	28.003377
-2.251209	12.850205	10.784821
-2.640927	12.324774	3.066312
-3.134529	11.614679	0.812030
-2.442764	12.695973	6.799397
-2.649574	11.748965	1.927670
-3.620430	11.412224	5.652316
-2.448114	11.882987	4.085769
-2.081656	12.892006	14.420546
-2.458023	10.909044	2.602113
-1.929649	12.536251	15.532562
-3.510870	12.418388	1.625351
-4.917828	12.683653	30.171592
-4.170964	10.922330	20.759870
-4.663952	13.387688	17.630819
-3.770856	13.808728	2.237946
-3.677394	10.567642	10.937184
-4.258117	13.510812	8.373816
-3.297491	11.726713	1.371976
-2.981574	12.776783	1.300315
-2.024194	13.723499	21.575446
-3.501361	10.948952	5.885152
-3.555058	12.535281	1.777738
-4.105352	11.317849	16.036987
-2.797805	12.226348	1.540835
-3.108796	11.516505	0.865200
-3.371993	11.350767	2.856252
-2.251394	13.310249	13.396434
-4.987781	11.345489	46.328301
-4.638122	11.624976	29.861596
-3.225031	10.825355	3.157311
-4.063452	11.271043	15.280582
-2.934325	12.344344	0.919142
-3.863330	12.451821	5.432650
-3.688273	12.003345	4.434938
-1.468141	13.615461	35.987919
-4.441174	13.104732	13.735977
-2.330196	11.126737	3.902688
-2.322815	13.812932	15.130533
-4.264137	11.357497	20.112071
-2.123931	12.546495	11.629374
-2.590116	12.615589	4.467308
-2.750897	10.948528	1.287319
-2.094275	13.444590	17.765878
-3.370983	12.231523	1.011283
-4.672700	12.789255	21.647480
-2.569535	12.212809	3.540374
-2.017239	11.940923	10.714904
-2.576987	11.255336	1.975778
-3.165145	12.100646	0.453924
-2.916285	11.905473	0.667929
-3.273065	13.101047	0.738670
-3.578357	10.668423	8.486347
-1.392009	13.656454	38.650808
-4.433855	12.964708	14.285465
-3.644567	12.538487	2.543497
-2.847369	12.040592	1.023497
-3.925358	11.584459	10.240132
-4.057785	11.443178	14.026523
-3.208771	11.559240	1.190059
-2.459541	13.762246	11.948167
-3.721646	12.514405	3.403839
-2.641908	12.747002	4.263505
-3.065637	13.017682	1.280228
-2.659344	11.037338	1.504794
-2.272437	13.162291	12.087822
-3.904879	12.312938	6.565024
-2.458264	12.065686	4.437744
-2.068615	14.638872	28.395110
-3.927579	10.893955	14.435194
-2.837774	12.996563	2.910640
-3.372459	13.728261	1.447503
-4.480198	12.967919	15.383533
-3.747453	13.994378	2.153572
-1.149077	11.508343	26.243211
-3.691150	13.134588	2.061887
-3.528723	12.229589	2.098784
-3.116204	10.355327	3.855904
-3.155430	11.585272	0.921547
-3.634715	13.718632	1.593480
-4.398100	13.088205	12.841815
-3.420556	11.995240	1.691128
-2.351221	12.615051	7.904572
-2.570980	13.243185	7.197390
-3.472901	11.662763	2.943950
-4.226743	11.449589	18.373086
-0.192498	13.519680	71.387547
-4.492667	10.952542	30.997347
-2.659727	12.822265	4.297922
-2.592709	12.020044	2.859450
-3.267047	12.602880	0.473944
-3.055700	10.055700	4.488805
-3.371392	11.423594	2.639795
-2.774111	11.961470	1.343865
-2.219791	12.757688	10.895540
-2.721498	12.881851	3.772475
-1.085049	11.144112	25.143870
-2.667961	11.348619	1.488361
-2.586080	11.356313	1.983491
-3.558959	11.979910	2.966190
-2.165776	13.193454	14.481236
-4.387310	12.329934	16.788405
-3.851173	11.016495	11.889368
-3.358610	11.966517	1.322195
-0.714876	12.707960	47.547263
-4.519210	11.710226	25.136670
-2.120209	14.363443	24.419042
-4.727576	10.395076	46.342478
-1.270627	12.664614	32.497573
-4.009885	12.809629	6.516575
-2.813771	13.199270	3.793188
-4.155489	12.360687	11.093733
-4.067017	12.530384	8.547730
-4.036939	11.866899	11.089954
-4.137408	12.926136	8.275661
-2.283142	12.040379	6.728087
-3.103355	10.826409	2.246044
-3.441269	12.224795	1.437360
-0.520800	11.163033	36.811476
-1.677415	13.271859	26.944577
-2.860956	14.033620	6.643889
-2.769487	12.664159	2.656586
-3.194713	13.498569	1.611646
-2.045123	11.649323	9.051980
-4.460840	12.072019	20.557625
-3.941631	12.211475	7.590736
-1.904155	11.817698	12.234590
-3.184416	12.333023	0.408727
-2.293162	10.028111	3.741996
-3.748293	12.486284	3.786787
-1.941514	11.783098	11.388293
-3.776955	11.085333	9.937622
-3.765938	12.090475	5.220749
-3.746337	10.069434	15.836450
-2.244526	13.549875	15.076667
-2.490071	11.137314	2.504076
-3.343084	12.268479	0.838161
-2.542798	12.943340	6.316502
-3.875766	12.356996	5.941156
-2.684312	13.730822	7.774030
-2.437086	13.064057	8.530752
-3.057766	13.685459	3.026947
-2.731830	11.413912	1.203195
-1.738223	12.972903	22.962591
-3.584637	11.795507	3.788579
-2.845017	12.738185	2.173298
-2.944300	12.586309	1.193216
-1.441635	13.346543	34.119828
-2.950957	13.216311	2.517191
-4.174117	12.672927	10.011172
-1.332286	12.056954	26.012279
-3.989227	11.622911	11.385092
-4.231226	11.490238	18.206809
-3.512101	10.869433	6.402757
-3.125974	13.177277	1.282245
-4.049349	13.794284	4.680683
-2.630801	13.305581	6.571618
-3.799427	13.129525	3.013689
-4.233527	13.165248	9.140031
-2.969753	12.828251	1.465537
-4.317187	11.379930	21.504204
-2.544364	11.326652	2.254392
-2.678386	10.907862	1.489047
-2.293418	11.042477	4.157844
-2.589293	12.900631	5.487141
-3.838364	12.857027	3.970458
-2.881150	11.736158	0.727838
-4.150147	10.312374	25.292041
-2.791943	10.710197	1.526935
-3.046248	12.011552	0.442758
-2.462450	11.972955	4.142689
-3.471040	13.006871	0.919738
-2.806535	12.591156	2.157028
-2.672325	10.739428	1.626199
-2.384804	12.887469	8.575348
-4.158276	12.030920	12.905198
-3.180900	12.140503	0.457819
-2.807733	13.706367	5.853423
-2.059826	10.962781	6.780515
-2.519523	13.603933	9.891278
-2.754784	13.365980	5.112296
-1.129322	13.298710	42.581802
-2.892284	13.320088	3.371928
-2.996705	12.298903	0.634947
-3.493007	13.838413	1.478810
-3.960021	13.807368	3.709698
-2.641729	10.875694	1.625762
-2.773943	10.174973	2.562154
-2.516085	13.160231	7.681824
-3.733949	12.398548	3.843801
-1.187435	11.769253	27.261162
-4.200500	13.756663	6.755907
-1.179005	12.278696	31.497510
-2.130130	13.616476	18.155249
-3.884077	11.789694	8.405017
-1.910718	13.960014	26.577711
-2.578712	11.395186	2.065907
-1.154532	11.744029	27.827877
-3.476730	12.617338	1.160191
-1.587432	13.128976	28.132669
-2.726727	12.738289	3.280490
-3.098078	12.833140	0.845845
-2.900271	11.123986	1.010887
-2.755269	12.070529	1.602125
-1.386117	13.848020	40.855694
-3.607398	12.124162	3.106505
-3.215540	11.823341	0.821129
-2.946568	11.516718	0.666649
-4.272208	12.897711	11.014137
-2.512063	11.470684	2.670741
-2.246237	11.643422	6.003155
-2.888427	13.095344	2.721726
-3.175205	12.729741	0.543049
-3.658022	12.078533	3.816976
-3.347452	11.528422	2.155096
-3.318367	10.726382	4.457976
-3.632746	11.990125	3.772170
-3.397772	12.033503	1.460579
-3.203357	12.754442	0.525437
-2.267076	11.625235	5.672427
-4.344794	11.232956	23.528970
-3.628796	11.923079	3.928343
-3.911589	10.978883	13.495497
-3.597713	12.456427	2.266175
-2.546563	11.717577	2.731842
-3.554590	11.348302	4.973729
-3.173032	11.426571	1.256616
-2.568465	10.489134	2.135563
-3.501222	12.576107	1.348418
-2.957758	14.968034	10.359502
-2.791793	11.270945	1.011495
-3.237057	10.498754	4.469044
-3.222192	11.441944	1.485013
-2.226202	11.725460	6.525806
-3.258359	11.639442	1.305878
-1.402741	11.953757	23.626402
-1.309036	13.089152	35.375235
-2.659526	12.643733	3.733867
-2.747795	10.347327	2.135481
-3.420476	13.120158	0.796068
-3.190490	10.869810	2.728925
-3.193997	13.979106	2.900554
-1.894701	12.212996	14.417196
-2.190143	11.908493	7.677139
-4.845464	11.350534	40.372761
-1.578704	12.001007	19.950505
-3.384977	11.975162	1.477259
-1.237456	13.900959	46.016755
-0.922812	12.115955	36.382209
-2.845968	10.758357	1.482690
-1.664658	11.107220	13.509433
-2.924817	11.177697	0.961816
-3.730459	11.437738	7.292510
-3.749468	11.735877	6.311167
-3.689861	13.108334	2.078942
-4.246455	12.495541	12.406757
-1.923634	11.761804	11.620122
-3.859512	12.044475	6.858173
-1.961867	12.469108	14.459398
-3.672807	12.758877	2.408724
-4.243885	12.956360	10.178402
-2.732985	11.967192	1.614273
-3.980178	11.388319	12.537989
-2.606775	13.503981	7.875844
-3.778900	12.733387	3.549945
-3.172652	11.365317	1.371660
-4.078099	11.607220	13.501116
-2.849400	12.087671	1.058743
-3.748458	12.732687	3.211444
-3.667841	13.663338	1.704794
-3.526614	12.657989	1.416094
-3.000336	10.144434	3.710776
-2.373385	12.490397	7.036164
-3.429040	12.562329	0.963376
-3.187105	11.850764	0.692859
-3.711426	12.604509	3.085579
-4.658766	13.025579	19.680042
-3.557787	11.144931	5.851531
-3.591606	13.532149	1.376209
-3.676928	12.633454	2.672676
-3.872549	13.032922	3.990998
-2.456085	14.123609	14.368599
-3.317157	12.943655	0.604417
-3.043525	13.570872	2.785869
-3.860425	13.020005	3.874664
-3.336290	12.210812	0.867665
-3.049840	12.527240	0.660736
-3.257822	12.489713	0.467076
-1.563475	13.260450	29.929066
-2.272438	11.819460	6.160344
-4.030833	13.230301	5.599079
-2.265546	13.747671	15.955382
-3.745573	12.045451	5.083300
-4.781077	11.882529	32.559376
-2.145022	11.808505	8.025006
-2.501113	12.084497	3.979855
-2.817536	11.127309	1.043948
-3.056383	9.283864	8.201740
-3.328489	10.644527	4.908749
-1.935598	13.052407	18.739145
-2.674922	13.796006	8.259690
-4.090509	14.022363	4.827919
-2.209401	12.038445	7.854055
-2.005973	11.168706	8.072767
-3.966107	11.666410	10.652236
-3.670570	11.218442	7.298606
-1.918510	12.016146	12.914534
-2.789088	11.704649	1.056304
-4.962196	12.545057	32.926274
-4.509908	14.262276	10.449807
-2.230230	12.380754	8.907394
-1.877886	11.428684	11.035152
-2.598113	12.474810	3.935744
-2.877573	13.547354	4.332455
-2.409101	12.563724	6.780199
-4.796480	11.314954	38.800429
-3.264302	12.368372	0.511489
-4.271796	14.686677	6.125354
-1.625199	12.877118	25.075035
-3.069556	12.062791	0.424371
-4.093511	12.352481	9.845784
-2.883840	11.033239	1.113127
-2.807416	12.119741	1.330290
-3.555198	14.162688	1.967238
-2.585040	10.939518	1.848470
-2.655556	10.727696	1.677798
-2.058902	11.803875	9.415117
-3.235229	13.600797	1.649145
-4.428756	10.877882	29.445332
-3.725192	13.313379	2.153769
-4.660939	9.442844	55.497906
-3.592752	12.826741	1.670905
-1.941331	11.811839	11.519278
-3.553019	13.428901	1.219700
-2.951169	12.724219	1.385362
-3.651399	12.309441	3.117867
-2.688084	11.292706	1.375078
-3.082608	12.721873	0.760537
-3.484142	12.445464	1.401876
-4.104325	12.068389	11.484235
-2.531376	12.431973	4.612612
-3.728124	12.499216	3.515141
-2.426983	10.225059	2.905882
-1.982519	11.938745	11.336270
-2.716103	13.472247	6.078276
-4.513266	11.565559	26.154280
-3.430141	11.491246	3.008887
-1.406656	11.418228	20.117926
-3.697139	12.479389	3.212217
-4.343742	11.879319	18.590650
-2.824139	11.942140	1.051592
-3.234980	11.745668	1.009586
-4.656063	12.596593	22.522906
-1.386660	12.293402	26.488871
-2.916329	12.967723	2.147316
-4.410923	13.977515	9.570488
-2.939264	13.906857	5.057737
-3.874626	14.093062	2.864375
-2.366437	12.828040	8.608749
-2.907568	12.026471	0.753765
-1.941061	12.415360	14.587179
-3.327438	12.584999	0.583140
-3.198181	13.493971	1.585197
-4.959572	13.034712	28.641007
-3.236051	12.694610	0.477346
-4.005476	13.554465	4.561085
-2.099868	12.858544	13.837539
-3.271110	12.854857	0.549296
-3.848485	13.130556	3.522864
-1.492112	13.345611	32.687354
-3.871195	12.636417	4.976025
-4.434734	12.847390	14.938050
-2.690989	10.405184	2.017521
-4.303376	11.991861	16.740779
-3.442452	11.065523	4.609141
-2.752614	12.526474	2.476469
-3.335862	11.519208	2.085372
-2.092886	13.930407	21.481643
-3.625154	11.662833	4.754999
-2.650385	11.916971	2.159344
-3.280990	13.014653	0.652743
-3.068912	11.863507	0.479647
-3.230827	12.237429	0.500126
-4.872794	13.769938	20.852771
-3.100267	12.718002	0.699955
-2.190043	11.253838	5.746167
-2.668121	12.007359	2.161938
-2.294822	10.147773	3.673679
-3.240687	11.672179	1.154356
-2.709330	12.745044	3.485534
-3.849219	11.562826	8.841071
-3.252258	11.378358	1.811940
-2.299609	11.905793	6.047167
-4.180136	10.643724	23.330018
-4.379019	12.384408	16.235192
-1.812952	12.588184	18.443912
-3.748096	12.730904	3.211259
-3.600683	11.580400	4.723235
-4.295955	10.523171	28.188866
-3.531516	12.433053	1.756511
-3.238216	11.859033	0.864374
-4.087339	12.883246	7.550392
-4.458725	13.051028	14.420547
-4.143810	11.522565	15.658989
-4.608378	11.773598	27.530705
-2.166280	12.790628	12.103354
-2.163171	12.797143	12.200537
-4.245262	11.944211	15.538883
-3.921792	13.605575	3.563285
-4.338381	13.168698	11.189950
-2.248639	14.104620	18.975373
-3.551279	12.987322	1.278902
-0.859941	11.657358	33.848037
-4.676633	10.394990	44.154546
-2.428881	10.391850	2.790799
-3.513912	12.712313	1.281738
-2.956417	12.700445	1.312065
-2.919303	13.553866	3.898304
-4.093909	11.598005	13.936363
-3.914252	13.105192	4.342755
-2.241194	12.726225	10.336171
-1.958099	11.096959	8.579279
-1.474369	13.798239	37.662598
-2.405971	14.056799	14.989649
-4.798216	11.750552	34.445087
-3.876896	12.996479	4.123102
-4.191733	13.032495	8.866608
-1.771057	12.970203	22.124471
-2.857842	11.287127	0.881935
-3.988444	13.524619	4.411339
-2.362244	12.235980	6.251037
-3.559502	10.249192	10.543269
-4.212445	14.186419	6.053455
-4.422048	12.464480	16.858443
-2.134149	11.020077	5.943661
-2.956882	13.212916	2.458487
-4.810192	13.333729	21.900299
-3.314394	13.046920	0.665345
-2.700286	11.541844	1.409182
-2.912596	10.417099	2.376050
-2.538345	12.573158	4.985729
-2.502932	13.333118	8.743528
-2.773973	12.423089	2.067867
-4.022661	11.562779	12.474360
-1.954858	13.711335	23.264773
-3.379703	12.321003	0.953491
-4.046207	13.447757	5.291370
-2.476176	14.216217	14.578903
-4.019916	11.896992	10.569873
-2.910147	12.921490	2.083833
-3.357260	11.402039	2.572698
-2.260185	12.996135	11.394591
-4.057867	13.630443	5.066527
-1.971394	12.409296	13.926513
-3.061995	12.829058	0.982618
-4.003296	12.305031	8.313415
-4.703086	13.778420	16.485835
-3.471713	12.063333	1.954940
-3.769327	11.986961	5.641830
-1.723061	9.787191	8.980912
-1.864627	12.613023	17.434872
-4.348614	11.199688	23.924785
-1.465200	11.329493	18.411670
-4.294943	13.412315	9.369789
-2.803040	11.337074	0.962290
-2.924968	11.249247	0.883643
-2.040771	13.336371	18.256618
-2.609586	12.636661	4.296634
-1.380405	12.274686	26.497845
-4.323467	12.724474	12.970552
-1.055546	11.260241	26.539993
-3.503055	12.691446	1.238439
-3.195498	11.292696	1.648880
-2.019735	14.595041	29.389510
-2.945461	11.370932	0.773551
-4.690553	12.532976	24.037174
-2.037715	12.750168	14.502389
-3.143996	11.685728	0.751999
-4.233756	13.109751	9.357016
-2.227821	10.729270	4.429594
-1.551754	12.849071	26.733985
-1.741998	10.932872	11.491284
-4.507417	12.126031	21.531834
-2.638808	14.071361	10.419080
-2.435514	12.032319	4.625157
-4.167962	13.505001	6.911095
-4.106298	13.903469	5.186455
-3.425977	13.865582	1.587614
-2.462661	12.138005	4.586699
-3.660989	11.934092	4.301575
-2.713276	12.352156	2.437749
-3.735404	12.109369	4.725511
-3.063016	10.146266	4.193802
-2.683425	11.295279	1.397091
-4.294925	10.587656	27.552274
-4.935485	10.919552	49.119125
-3.850614	14.228259	2.745992
-3.667472	12.452750	2.953713
-2.741111	12.406065	2.308567
-3.219036	11.079706	2.337099
-1.690665	14.082197	34.073904
-4.824251	11.250971	40.596168
-3.421403	11.310462	3.484284
-2.635627	11.546728	1.807638
-0.976537	13.465549	48.878848
-2.929019	13.301986	2.961091
-2.035692	11.711053	9.442415
-3.957810	12.353143	7.301603
-2.279957	12.414060	8.215581
-4.718589	11.472176	34.206893
-3.215566	12.199334	0.488737
-1.169050	10.889012	21.887760
-2.636003	13.764113	8.734220
-0.870143	11.870603	35.444448
-2.650163	12.844760	4.491180
-2.946111	12.176155	0.714729
-2.705617	9.742754	3.573307
-2.459523	12.401178	5.454066
-3.364068	14.321862	2.901994
-3.816527	11.871924	6.846025
-1.150039	11.442939	25.767544
-3.691708	12.127975	4.089146
-2.300858	12.482803	8.162870
-4.434218	11.742831	22.220524
-3.748947	12.197779	4.625740
-2.715749	12.693206	3.266691
-4.917604	13.338941	25.001199
-2.889024	13.659532	4.635906
-2.697394	13.376323	5.923662
-2.675047	13.621226	7.374405
-2.619342	12.177085	2.936619
-0.869158	13.164037	48.495941
-2.567848	10.998696	1.939033
-4.429900	12.567715	16.430613
-2.996071	11.660877	0.570739
-3.000610	13.863627	4.198297
-2.446190	11.133991	2.846317
-3.253101	11.470034	1.612192
-3.529293	11.861384	2.973141
-3.619238	11.019865	7.389639
-3.269247	11.714392	1.232044
-2.052823	11.898699	9.904828
-3.122774	11.103346	1.668530
-1.445870	14.172289	42.568204
-2.984899	13.298531	2.466944
-2.966306	10.938275	1.390392
-3.553416	12.406928	1.974554
-3.596140	12.056347	3.162415
-3.232992	12.194122	0.528937
-3.089334	11.214395	1.285909
-3.858609	10.990416	12.212684
-2.163777	10.169353	4.648583
-1.988002	13.661349	22.003633
-3.443773	9.671863	11.996215
-3.502903	12.210816	1.919147
-4.152191	11.759782	14.358826
-1.611397	12.939927	25.930782
-4.066157	10.677401	19.662499
-3.468610	12.061543	1.933274
-2.645393	11.739683	1.946995
-2.630093	14.210154	11.427575
-2.326092	12.226911	6.751418
-3.324743	11.918327	1.200344
-1.960952	11.647687	10.468817
-3.096370	12.326198	0.433181
-3.643377	10.902534	8.398380
-2.818618	12.213996	1.386750
-2.641352	11.741400	1.979300
-1.920771	11.398226	10.184472
-1.429552	10.527363	15.304500
-2.706823	12.750431	3.528823
-3.937150	12.699394	5.742254
-1.862074	10.058181	7.660689
-2.638848	9.781729	3.322371
-4.107257	13.904166	5.197026
-3.723375	11.101120	8.819817
-3.339530	14.342906	3.104431
-4.973275	11.223690	47.130009
-1.644161	14.132702	35.991160
-3.245024	11.035947	2.666338
-1.045749	13.869442	51.582837
-2.462646	11.462598	3.104480
-3.190622	12.114640	0.486988
-2.810741	13.726001	5.900362
-2.262176	11.197624	4.754096
-1.765096	12.588132	19.546183
-2.454527	13.741541	11.920177
-4.253173	12.239174	13.962684
-3.673047	10.707141	10.025684
-2.794883	14.786557	12.053191
-4.981670	12.242719	36.484559
-2.501050	12.398078	4.891638
-3.254721	10.975784	2.932788
-2.908806	11.518236	0.698630
-2.183207	12.326661	9.481055
-2.912518	13.349318	3.266843
-2.917253	13.179018	2.702490
-3.439075	13.586984	1.162599
-2.820807	12.469052	1.793412
-4.411654	12.561956	15.998453
-3.973548	11.636717	10.970622
-3.956968	11.208765	13.099297
-1.016821	13.606339	49.325994
-1.221225	11.052105	21.790566
-3.070339	10.981492	1.683210
-3.837288	11.356873	9.665478
-1.902009	11.878770	12.562316
-2.073213	12.879121	14.522157
-0.837954	10.795556	27.788670
-1.882359	13.421441	22.800228
-4.114971	13.282133	6.714373
-2.805448	12.047524	1.255375
-3.965528	11.555891	11.243857
-1.091781	12.275683	33.645777
-2.359463	11.484101	4.207663
-3.921446	13.356985	3.930949
-4.491169	11.859786	23.055247
-3.107565	12.386373	0.440694
